[34548:28880:0322/004039.355:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[34548:27372:0322/004039.610:ERROR:google_update_settings.cc(265)] Failed opening key Software\Chromium to set usagestats; result: 5
[34548:28880:0322/004039.742:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[34548:7068:0322/004044.497:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata: IO error: C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata/MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:7068:0322/004044.501:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata: IO error: C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata/MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:7068:0322/004044.504:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata: IO error: C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata/MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:7068:0322/004044.509:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata: IO error: C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\shared_proto_db\metadata/MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:7068:0322/004046.096:WARNING:value_store_frontend.cc(47)] Reading ahfgeienlihckogmohjhadlkjgocpleb.alarms from  failed: IO error: .../MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:7068:0322/004046.098:WARNING:value_store_frontend.cc(47)] Reading mhjfbmdgcfjbbpaeojofohoefgiehjai.alarms from  failed: IO error: .../MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[34548:13788:0322/004046.315:WARNING:leveldb_database.cc(141)] Unable to open C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\GCM Store\Encryption: IO error: C:\Users\Max\Documents\GitHub\Max-sUnrealEngineProj\Saved\webcache_6613_2\Default\GCM Store\Encryption/MANIFEST-000001 : Unable to create sequential file (ChromeMethodBFE: 7::NewSequentialFile::1)
[21964:8644:0322/004048.092:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-959468BCDBAF2B931A2882ED30EC5BB9 will be ignored
[34548:24440:0322/011235.432:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=00000BB4022DAD40}, {new_limit=70})
400  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Cookie.ExpirationDurationMinutesSecure recorded 3 samples, mean = 175220.0 (flags = 0x41)
0       ... 
26      --O                                                                       (2 = 66.7%) {0.0%}
36      ... 
429766  -O                                                                        (1 = 33.3%) {66.7%}
587706  ... 

Histogram: Cookie.FirstPartyPartitioned.HasCrossSiteAncestor recorded 43 samples, mean = 0.0 (flags = 0x41)
0  -------------------------------------------O                              (43 = 100.0%)
1  ... 

Histogram: Cookie.FirstPartySets.Browser.DelayedQueriesCount recorded 1 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  -O                                                                        (1 = 100.0%) {0.0%}
3  ... 

Histogram: Cookie.FirstPartySets.Browser.MostDelayedQueryDelta recorded 1 samples, mean = 7479.0 (flags = 0x41)
0     ... 
7083  -O                                                                        (1 = 100.0%) {0.0%}
8416  ... 

Histogram: Cookie.FirstPartySets.ComponentSetsNonfatalErrors recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Cookie.FirstPartySets.ComponentSetsParsedSuccessfully recorded 1 samples, mean = 70.0 (flags = 0x41)
0   ... 
67  -O                                                                        (1 = 100.0%) {0.0%}
75  ... 

Histogram: Cookie.FirstPartySets.ContextDelayedQueriesCount recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Cookie.FirstPartySets.ContextMostDelayedQueryDelta recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Cookie.FirstPartySets.EnqueueingDelay.ContextConfig2 recorded 1 samples, mean = 7322.0 (flags = 0x41)
0     ... 
7083  -O                                                                        (1 = 100.0%) {0.0%}
8416  ... 

Histogram: Cookie.FirstPartySets.InitializationDuration.ContextReadyToServeQueries2 recorded 1 samples, mean = 2929.0 (flags = 0x41)
0     ... 
2516  -O                                                                        (1 = 100.0%) {0.0%}
2990  ... 

Histogram: Cookie.FirstPartySets.InitializationDuration.ReadCommandLineSet2 recorded 1 samples, mean = 243.0 (flags = 0x41)
0    ... 
226  -O                                                                        (1 = 100.0%) {0.0%}
268  ... 

Histogram: Cookie.FirstPartySets.InitializationDuration.ReadComponentSets2 recorded 1 samples, mean = 7479.0 (flags = 0x41)
0     ... 
7083  -O                                                                        (1 = 100.0%) {0.0%}
8416  ... 

Histogram: Cookie.FirstPartySets.InitializationDuration.ReadyToServeQueries2 recorded 1 samples, mean = 7426.0 (flags = 0x41)
0     ... 
7083  -O                                                                        (1 = 100.0%) {0.0%}
8416  ... 

Histogram: Cookie.FirstPartySets.Network.DelayedQueriesCount recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Cookie.FirstPartySets.Network.MostDelayedQueryDelta recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Cookie.FirstPartySets.ProcessedEntireComponent recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Cookie.FromStorageWithValidLength recorded 132 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ------------------------------------------------------------------------O (132 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Cookie.HasNonASCII.Name recorded 4 samples, mean = 0.0 (flags = 0x41)
0  ----O                                                                     (4 = 100.0%)
1  ... 

Histogram: Cookie.HasNonASCII.Value recorded 4 samples, mean = 0.0 (flags = 0x41)
0  ----O                                                                     (4 = 100.0%)
1  ... 

Histogram: Cookie.IncludedRequestEffectiveSameSite recorded 120 samples, mean = 0.0 (flags = 0x41)
0  ------------------------------------------------------------------------O (120 = 100.0%)
1  ... 

Histogram: Cookie.IncludedResponseEffectiveSameSite recorded 4 samples, mean = 0.0 (flags = 0x41)
0  ----O                                                                     (4 = 100.0%)
1  ... 

Histogram: Cookie.IsPartitionedValid recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Cookie.NameOrValueHtab recorded 4 samples, mean = 0.0 (flags = 0x41)
0  ----O                                                                     (4 = 100.0%)
1  ... 

Histogram: Cookie.OnCookiesAccessed.BatchSize recorded 39 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  --------------------------------------O                                   (38 = 97.4%) {0.0%}
2  -O                                                                        (1 = 2.6%) {97.4%}
3  ... 

Histogram: Cookie.OnCookiesAccessed.TotalAccesses recorded 39 samples, mean = 2.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 2.6%) {0.0%}
2  -------------------------------------O                                    (37 = 94.9%) {2.6%}
3  -O                                                                        (1 = 2.6%) {97.4%}
4  ... 

Histogram: Cookie.PartitionedCookiesInRequest recorded 40 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  ----------------------------------------O                                 (40 = 100.0%) {0.0%}
2  ... 

Histogram: Cookie.Port.Read.RemoteHost recorded 120 samples, mean = 7.0 (flags = 0x41)
0  ... 
7  ------------------------------------------------------------------------O (120 = 100.0%) {0.0%}
8  ... 

Histogram: Cookie.Port.ReadDiffersFromSet.DomainSet recorded 120 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  ------------------------------------------------------------------------O (120 = 100.0%) {0.0%}
5  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Cookie.Port.ReadDiffersFromSet.RemoteHost recorded 120 samples, mean = 4.0 (flags = 0x41)
0  ... 
4  ------------------------------------------------------------------------O (120 = 100.0%) {0.0%}
5  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Cookie.Port.Set.RemoteHost recorded 4 samples, mean = 7.0 (flags = 0x41)
0  ... 
7  ----O                                                                     (4 = 100.0%) {0.0%}
8  ... 

Histogram: Cookie.RequestSameSiteContext recorded 122 samples, mean = 3.0 (flags = 0x41)
0  -O                                                                        (2 = 1.6%)
1  ... 
3  ------------------------------------------------------------------------O (120 = 98.4%) {1.6%}
4  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Cookie.SameSiteAttributeValue recorded 4 samples, mean = 5.0 (flags = 0x41)
0  ... 
5  ----O                                                                     (4 = 100.0%) {0.0%}
6  ... 

Histogram: Cookie.SameSiteNoneSizeBytes recorded 4 samples, mean = 176.0 (flags = 0x41)
0    ... 
40   -O                                                                        (1 = 25.0%) {0.0%}
48   ... 
160  --O                                                                       (2 = 50.0%) {25.0%}
190  ... 
268  -O                                                                        (1 = 25.0%) {75.0%}
318  ... 

Histogram: Cookie.SameSiteNoneSizeBytes.Partitioned recorded 1 samples, mean = 310.0 (flags = 0x41)
0    ... 
268  -O                                                                        (1 = 100.0%) {0.0%}
318  ... 

Histogram: Cookie.SameSiteNoneSizeBytes.Unpartitioned recorded 3 samples, mean = 131.3 (flags = 0x41)
0    ... 
40   -O                                                                        (1 = 33.3%) {0.0%}
48   ... 
160  --O                                                                       (2 = 66.7%) {33.3%}
190  ... 

Histogram: Cookie.SourceType recorded 7 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -------O                                                                  (7 = 100.0%) {0.0%}
2  ... 

Histogram: Cookie.TimeBlockedOnLoad recorded 2 samples, mean = 474.0 (flags = 0x41)
0    ... 
7    -O                                                                        (1 = 50.0%) {0.0%}
9    ... 
816  -O                                                                        (1 = 50.0%) {50.0%}
1012 ... 

Histogram: Cookie.TimeInitializeDB recorded 2 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  --O                                                                       (2 = 100.0%) {0.0%}
3  ... 

Histogram: Cookie.TimeOpsBlockedDueToGlobalOp recorded 2 samples, mean = 4.0 (flags = 0x41)
0  -O                                                                        (1 = 50.0%)
1  ... 
7  -O                                                                        (1 = 50.0%) {50.0%}
9  ... 

Histogram: Cookie.Type2 recorded 7 samples, mean = 12.6 (flags = 0x41)
0   ... 
4   -O                                                                        (1 = 14.3%) {0.0%}
5   ... 
14  ------O                                                                   (6 = 85.7%) {14.3%}
15  ... 

Histogram: Crypto.TPMDuration.MessageSigningECDSA recorded 1 samples, mean = 169.0 (flags = 0x41)
0    ... 
136  -O                                                                        (1 = 100.0%) {0.0%}
173  ... 

Histogram: Crypto.TPMDuration.NewKeyCreationECDSA recorded 1 samples, mean = 752.0 (flags = 0x41)
0    ... 
729  -O                                                                        (1 = 100.0%) {0.0%}
926  ... 

Histogram: Crypto.TPMDuration.WrappedKeyCreationECDSA recorded 1 samples, mean = 138.0 (flags = 0x41)
0    ... 
136  -O                                                                        (1 = 100.0%) {0.0%}
173  ... 

Histogram: Crypto.TPMOperation.MessageSigningECDSA recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Crypto.TPMOperation.MessageVerifyECDSA recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Crypto.TPMOperation.NewKeyCreationECDSA recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Crypto.TPMOperation.Virtual.NewKeyCreationECDSA recorded 1 samples, mean = 0.0 (flags = 0x41)
0  -O                                                                        (1 = 100.0%)
1  ... 

Histogram: Crypto.TPMOperation.WrappedKeyCreationECDSA recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Crypto.TPMSupport2 recorded 1 samples, mean = 2.0 (flags = 0x41)
0  ... 
2  -O                                                                        (1 = 100.0%) {0.0%}
3  O                                                                         (0 = 0.0%) {100.0%}

Histogram: Crypto.TPMSupportType recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  ... 

Histogram: Crypto.TpmError.VirtualCreateKey recorded 1 samples (flags = 0x41)
-2146893767-O                                                                        (1 = 100.0%)

Histogram: Crypto.VirtualKeySupport recorded 1 samples, mean = 2.0 (flags = 0x41)
